Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","18.8"
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","19.1"
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","19.5"
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","19.9"
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","20.3"
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","20.6"
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","20.9"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","97.3"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","97.6"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","97.9"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","98.2"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","98.5"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","98.8"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","99"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","99"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","99"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","99"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","99"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","%","18.3"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","%","17.7"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","17.2"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","16.9"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","16.6"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","16.2"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","15.8"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","15.5"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","15.1"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","14.6"
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","14.2"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","105"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","108"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","110"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","111"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","113"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","116"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","118"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","120"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","122"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","126"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","128"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","16.5"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","14.1"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","12.5"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","11.4"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","10.1"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","8.4"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","7.4"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","6.3"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","5.5"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","4"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","3.6"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","76.2"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","77.2"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","78.1"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","79"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","79.9"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","80.8"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","81.7"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","82.7"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","83.6"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","84.5"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","85.5"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","%","15.2"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","%","13.7"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","12.6"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","11.7"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","10.8"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","10.1"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","9.4"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","8.7"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","8.1"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","7.6"
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","7.1"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","115"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","118"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","118"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","119"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","120"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","121"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","122"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","123"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","124"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","124"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","125"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","10.2"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","7.8"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","7.1"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","6.1"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","5.1"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","4.2"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","3.5"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","3"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","2.6"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","3.1"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","64.1"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","65.9"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","67.8"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","69.7"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","71.6"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","73.6"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","75.6"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","77.6"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","79.6"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","81.7"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","83.7"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","%","33.2"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","%","32.5"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","31.9"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","31.1"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","30.3"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","29.5"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","28.6"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","27.8"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","26.9"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","26.1"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","25.2"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","116"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","118"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","120"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","122"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","124"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","126"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","128"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","129"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","129"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","128"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","128"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","9.9"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","8.6"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","7.7"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","6.8"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","6.1"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","5.3"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","4.5"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","4.2"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","4.3"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","4.8"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","5.5"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","85.4"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","85.9"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","86.4"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","86.8"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","87.3"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","87.8"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","88.3"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","88.7"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","89.2"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","89.6"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","90.1"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","%","42.8"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","%","41.6"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","40.3"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","39.1"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","37.8"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","36.4"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","35"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","33.8"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","32.5"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","31.4"
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","30.4"
"FS","Suite of Food Security Indicators","512","Oman","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","119"
"FS","Suite of Food Security Indicators","512","Oman","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","121"
"FS","Suite of Food Security Indicators","512","Oman","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","121"
"FS","Suite of Food Security Indicators","512","Oman","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","121"
"FS","Suite of Food Security Indicators","512","Oman","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","120"
"FS","Suite of Food Security Indicators","512","Oman","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","118"
"FS","Suite of Food Security Indicators","512","Oman","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","117"
"FS","Suite of Food Security Indicators","512","Oman","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","117"
"FS","Suite of Food Security Indicators","512","Oman","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","118"
