Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","76.48","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","76.98","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","72.75","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","72.08","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","71.99","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","73.38","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","74.08","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","77.46","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","81.66","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","83.88","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","85.29","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","87.79","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","86.95","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","90.34","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","91.86","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","96.84","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","98.14","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","102.14","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","101.87","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","100.2","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","101.13","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","98.67","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","111.94","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","114.98","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","111.45","E","Estimated value"
"QI","Production Indices","360","Indonesia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","112.5","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","50.03","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","50.87","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","48.62","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","48.52","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","51.74","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","51.87","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","51.19","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","54.52","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","54.24","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","54","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","52.76","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","56.69","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","57.01","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","58.5","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","57.97","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","60.96","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","59.08","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","60.71","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","56.3","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","56.78","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","62.63","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","66.37","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","64.25","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","64.24","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","65.57","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","69.11","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","66.57","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","62.6","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","61.31","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","70.54","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","69.7","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","76.21","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","78.4","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","78.82","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","80.26","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","84.14","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","81.78","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","91.21","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","84.02","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","83.36","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","83.7","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","95.41","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","97.19","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","94.13","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","102.65","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","104.28","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","111.73","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","84.47","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","91.34","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","95.45","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","93.71","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","95.55","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","98.78","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","101.8","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","98.63","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","99.57","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","94.67","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","85.38","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","90.26","E","Estimated value"
"QI","Production Indices","364","Iran (Islamic Republic of)","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","92.65","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","247.95","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","269.95","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","229.1","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","241.55","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","244.85","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","250.2","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","258.18","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","262.59","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","269.25","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","244.06","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","250.74","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","276.57","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","225.34","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","218.58","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","216.44","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","236.08","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","238.27","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","237.99","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","218.06","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","225.62","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","217.64","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","237.52","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","215.62","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","223.71","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","267.66","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","250.72","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","226.07","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","232.23","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","242.23","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","259.73","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","173.48","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","184.2","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","209.99","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","199.27","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","197.89","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","193.55","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","184.05","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","191.58","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","175.33","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","166.24","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","185.55","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","201.79","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","155.68","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","147.16","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","155.25","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","152.75","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","145.34","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","128.85","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","127.68","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","143.57","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","149.4","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","145.47","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","155.42","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","140.73","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","80.59","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","78.68","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","74.99","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","71.99","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","110.92","E","Estimated value"
"QI","Production Indices","368","Iraq","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","130.21","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","84.79","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","82.41","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","82.21","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","82.05","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","80.62","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","83.46","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","94.11","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","93.06","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","90.94","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","89.63","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","98.22","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","92.15","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","87.99","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","96.94","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","108.69","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","96.01","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","106.4","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","109.7","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","103.72","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","111.71","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","96.82","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","102.85","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","106.72","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","114.27","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","115.07","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","118.19","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","115.24","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","111.92","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","108.97","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","120.76","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","118.94","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","120.54","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","115.6","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","109.68","E","Estimated value"
